,key_id,Name,userid,PriceFinal,DLCCount,behavior,hours,IsFree,Metacritic
24896,88135,WARMODE,251706843,0.0,0,play,0.2,True,0
24897,88132,WARMODE,303326013,0.0,0,play,0.2,True,0
24898,7435,Team Fortress 2,94250834,0.0,0,play,0.4,True,92
24899,7437,Team Fortress 2,94712912,0.0,0,play,188.0,True,92
24900,7439,Team Fortress 2,152419713,0.0,0,play,3.2,True,92
24901,7441,Team Fortress 2,214913026,0.0,0,play,1.8,True,92
24902,7443,Team Fortress 2,212456283,0.0,0,play,7.6,True,92
24903,7445,Team Fortress 2,45353031,0.0,0,play,1.5,True,92
24904,7447,Team Fortress 2,49050405,0.0,0,play,11.0,True,92
24905,7449,Team Fortress 2,113329678,0.0,0,play,1.2,True,92
24906,7451,Team Fortress 2,118427901,0.0,0,play,85.0,True,92
24907,7453,Team Fortress 2,15546726,0.0,0,play,0.3,True,92
24908,7455,Team Fortress 2,160887309,0.0,0,play,27.0,True,92
24909,7457,Team Fortress 2,303122483,0.0,0,play,0.8,True,92
24910,7459,Team Fortress 2,114637687,0.0,0,play,18.2,True,92
24911,7461,Team Fortress 2,124661390,0.0,0,play,1246.0,True,92
24912,88130,WARMODE,130280718,0.0,0,play,0.3,True,0
24913,7463,Team Fortress 2,56789999,0.0,0,play,0.9,True,92
24914,7465,Team Fortress 2,60439399,0.0,0,play,11.1,True,92
24915,88176,WARMODE,257256783,0.0,0,play,13.8,True,0
24916,7259,Team Fortress 2,155342268,0.0,0,play,320.0,True,92
24917,7261,Team Fortress 2,99500959,0.0,0,play,1.1,True,92
24918,7263,Team Fortress 2,298592139,0.0,0,play,0.4,True,92
24919,7265,Team Fortress 2,79049613,0.0,0,play,0.6,True,92
24920,7267,Team Fortress 2,122021564,0.0,0,play,26.0,True,92
24921,7269,Team Fortress 2,94299484,0.0,0,play,8.7,True,92
24922,7271,Team Fortress 2,119362603,0.0,0,play,19.7,True,92
24923,7429,Team Fortress 2,202140438,0.0,0,play,1.6,True,92
24924,7425,Team Fortress 2,107574541,0.0,0,play,0.7,True,92
24925,86902,The Mighty Quest For Epic Loot,82263745,0.0,0,play,0.1,True,64
24926,7423,Team Fortress 2,52567955,0.0,0,play,0.2,True,92
24927,7375,Team Fortress 2,48386574,0.0,0,play,1.4,True,92
24928,7377,Team Fortress 2,292260290,0.0,0,play,0.2,True,92
24929,7379,Team Fortress 2,164873736,0.0,0,play,22.0,True,92
24930,88142,WARMODE,275151488,0.0,0,play,1.8,True,0
24931,7381,Team Fortress 2,51512715,0.0,0,play,37.0,True,92
24932,88140,WARMODE,141873792,0.0,0,play,0.5,True,0
24933,7383,Team Fortress 2,84908294,0.0,0,play,3.9,True,92
24934,7385,Team Fortress 2,94510414,0.0,0,play,34.0,True,92
24935,7387,Team Fortress 2,104407519,0.0,0,play,21.0,True,92
24936,7389,Team Fortress 2,245704809,0.0,0,play,0.7,True,92
24937,88137,WARMODE,231029951,0.0,0,play,4.0,True,0
24938,7391,Team Fortress 2,208616727,0.0,0,play,2.2,True,92
24939,7393,Team Fortress 2,241217182,0.0,0,play,0.2,True,92
24940,7395,Team Fortress 2,92294160,0.0,0,play,1.5,True,92
24941,7397,Team Fortress 2,128546479,0.0,0,play,0.1,True,92
24942,86904,The Mighty Quest For Epic Loot,150362399,0.0,0,play,33.0,True,64
24943,86906,The Mighty Quest For Epic Loot,245314153,0.0,0,play,13.0,True,64
24944,7399,Team Fortress 2,168324795,0.0,0,play,0.6,True,92
24945,7401,Team Fortress 2,31669242,0.0,0,play,42.0,True,92
24946,7403,Team Fortress 2,123989127,0.0,0,play,15.8,True,92
24947,7405,Team Fortress 2,85959768,0.0,0,play,151.0,True,92
24948,7407,Team Fortress 2,154296520,0.0,0,play,666.0,True,92
24949,7409,Team Fortress 2,98265922,0.0,0,play,2.6,True,92
24950,7411,Team Fortress 2,206508182,0.0,0,play,0.4,True,92
24951,7413,Team Fortress 2,174838943,0.0,0,play,8.2,True,92
24952,7415,Team Fortress 2,77542968,0.0,0,play,0.7,True,92
24953,86815,The Mighty Quest For Epic Loot,137158399,0.0,0,play,1.2,True,64
24954,7419,Team Fortress 2,35864169,0.0,0,play,0.4,True,92
24955,7421,Team Fortress 2,110546832,0.0,0,play,16.3,True,92
24956,86817,The Mighty Quest For Epic Loot,107567915,0.0,0,play,12.7,True,64
24957,7311,Team Fortress 2,46030552,0.0,0,play,24.0,True,92
24958,86812,The Mighty Quest For Epic Loot,155706294,0.0,0,play,25.0,True,64
24959,7291,Team Fortress 2,163972488,0.0,0,play,0.2,True,92
24960,7275,Team Fortress 2,85458882,0.0,0,play,1326.0,True,92
24961,7195,Team Fortress 2,161366228,0.0,0,play,0.3,True,92
24962,7197,Team Fortress 2,115494980,0.0,0,play,0.3,True,92
24963,7199,Team Fortress 2,49832324,0.0,0,play,0.2,True,92
24964,7201,Team Fortress 2,125369057,0.0,0,play,0.8,True,92
24965,7203,Team Fortress 2,297143782,0.0,0,play,0.4,True,92
24966,88518,Time Clickers,198735293,0.0,0,play,7.7,True,0
24967,7293,Team Fortress 2,131407045,0.0,0,play,0.1,True,92
24968,7289,Team Fortress 2,75598925,0.0,0,play,202.0,True,92
24969,88515,Time Clickers,140700995,0.0,0,play,134.0,True,0
24970,7205,Team Fortress 2,162661783,0.0,0,play,1.2,True,92
24971,16890,Dota 2,127208680,0.0,0,play,0.5,True,90
24972,7207,Team Fortress 2,64319625,0.0,0,play,11.6,True,92
24973,7209,Team Fortress 2,145872177,0.0,0,play,44.0,True,92
24974,7211,Team Fortress 2,144854157,0.0,0,play,7.8,True,92
24975,16892,Dota 2,142215921,0.0,0,play,0.7,True,90
24976,7213,Team Fortress 2,174226719,0.0,0,play,0.4,True,92
24977,7215,Team Fortress 2,196595568,0.0,0,play,10.9,True,92
24978,88184,WARMODE,304081461,0.0,0,play,4.0,True,0
24979,88154,WARMODE,289244540,0.0,0,play,1.7,True,0
24980,88162,WARMODE,152959594,0.0,0,play,0.4,True,0
24981,88494,Time Clickers,220680498,0.0,0,play,9.0,True,0
24982,7295,Team Fortress 2,166136937,0.0,0,play,1.2,True,92
24983,7235,Team Fortress 2,131334429,0.0,0,play,2.3,True,92
24984,7233,Team Fortress 2,181921701,0.0,0,play,1.8,True,92
24985,88480,Time Clickers,127344335,0.0,0,play,0.3,True,0
24986,88482,Time Clickers,14544587,0.0,0,play,57.0,True,0
24987,88484,Time Clickers,283872900,0.0,0,play,47.0,True,0
24988,88486,Time Clickers,59205262,0.0,0,play,2.7,True,0
24989,88491,Time Clickers,127272741,0.0,0,play,24.0,True,0
24990,88496,Time Clickers,95181268,0.0,0,play,0.2,True,0
24991,88156,WARMODE,225933183,0.0,0,play,0.1,True,0
24992,88499,Time Clickers,175001491,0.0,0,play,0.1,True,0
24993,88501,Time Clickers,193196975,0.0,0,play,1.4,True,0
24994,88503,Time Clickers,167118460,0.0,0,play,8.6,True,0
24995,88507,Time Clickers,103731895,0.0,0,play,0.5,True,0
24996,88510,Time Clickers,88410966,0.0,0,play,0.3,True,0
24997,7231,Team Fortress 2,105503045,0.0,0,play,1.2,True,92
24998,7229,Team Fortress 2,104151931,0.0,0,play,181.0,True,92
24999,88158,WARMODE,274785080,0.0,0,play,0.1,True,0
25000,7217,Team Fortress 2,103908321,0.0,0,play,1.1,True,92
25001,16894,Dota 2,111551727,0.0,0,play,3085.0,True,90
25002,88521,Time Clickers,254550709,0.0,0,play,0.1,True,0
25003,88224,WARMODE,163930591,0.0,0,play,0.3,True,0
25004,7225,Team Fortress 2,115671217,0.0,0,play,184.0,True,92
25005,7227,Team Fortress 2,137334839,0.0,0,play,778.0,True,92
25006,88208,WARMODE,259477553,0.0,0,play,0.6,True,0
25007,88211,WARMODE,9563573,0.0,0,play,0.3,True,0
25008,88215,WARMODE,194432540,0.0,0,play,1.8,True,0
25009,88217,WARMODE,243077634,0.0,0,play,6.5,True,0
25010,88220,WARMODE,118723066,0.0,0,play,0.2,True,0
25011,88222,WARMODE,108160472,0.0,0,play,1.0,True,0
25012,88226,WARMODE,129117376,0.0,0,play,0.5,True,0
25013,88186,WARMODE,276057148,0.0,0,play,2.6,True,0
25014,88146,WARMODE,294667556,0.0,0,play,0.2,True,0
25015,88229,WARMODE,290995026,0.0,0,play,0.8,True,0
25016,88231,WARMODE,279965238,0.0,0,play,6.6,True,0
25017,88233,WARMODE,285386664,0.0,0,play,7.3,True,0
25018,88149,WARMODE,256992469,0.0,0,play,0.2,True,0
25019,88238,WARMODE,221961243,0.0,0,play,0.4,True,0
25020,88151,WARMODE,282464648,0.0,0,play,0.2,True,0
25021,88235,WARMODE,184694766,0.0,0,play,0.8,True,0
25022,7223,Team Fortress 2,164097534,0.0,0,play,4.9,True,92
25023,7221,Team Fortress 2,69953893,0.0,0,play,2.0,True,92
25024,7219,Team Fortress 2,188681523,0.0,0,play,8.6,True,92
25025,88206,WARMODE,95181268,0.0,0,play,1.2,True,0
25026,88259,WARMODE,258673767,0.0,0,play,0.3,True,0
25027,88256,WARMODE,302394761,0.0,0,play,4.5,True,0
25028,88250,WARMODE,275518260,0.0,0,play,12.4,True,0
25029,88189,WARMODE,216785107,0.0,0,play,8.2,True,0
25030,88243,WARMODE,203838394,0.0,0,play,5.8,True,0
25031,88240,WARMODE,182229935,0.0,0,play,0.5,True,0
25032,7287,Team Fortress 2,86943254,0.0,0,play,1.4,True,92
25033,7285,Team Fortress 2,50275189,0.0,0,play,267.0,True,92
25034,7283,Team Fortress 2,284897470,0.0,0,play,31.0,True,92
25035,7281,Team Fortress 2,245314153,0.0,0,play,3.2,True,92
25036,7279,Team Fortress 2,177095896,0.0,0,play,150.0,True,92
25037,7277,Team Fortress 2,82263745,0.0,0,play,140.0,True,92
25038,88191,WARMODE,251594700,0.0,0,play,1.4,True,0
25039,88193,WARMODE,287264958,0.0,0,play,13.5,True,0
25040,88196,WARMODE,295941603,0.0,0,play,0.3,True,0
25041,88198,WARMODE,171965445,0.0,0,play,1.6,True,0
25042,88203,WARMODE,211454678,0.0,0,play,0.1,True,0
25043,88160,WARMODE,119211545,0.0,0,play,1.7,True,0
25044,88164,WARMODE,245859173,0.0,0,play,2.7,True,0
25045,86807,The Mighty Quest For Epic Loot,226454327,0.0,0,play,13.2,True,64
25046,86766,The Mighty Quest For Epic Loot,33282871,0.0,0,play,17.8,True,64
25047,88454,Time Clickers,164511211,0.0,0,play,0.6,True,0
25048,88452,Time Clickers,24469287,0.0,0,play,1.5,True,0
25049,88450,Time Clickers,243664576,0.0,0,play,1.3,True,0
25050,88446,Time Clickers,246892835,0.0,0,play,0.2,True,0
25051,7255,Team Fortress 2,167738438,0.0,0,play,0.9,True,92
25052,86770,The Mighty Quest For Epic Loot,89523414,0.0,0,play,4.6,True,64
25053,86768,The Mighty Quest For Epic Loot,188189790,0.0,0,play,0.9,True,64
25054,7253,Team Fortress 2,44370809,0.0,0,play,1.3,True,92
25055,86763,The Mighty Quest For Epic Loot,114617787,0.0,0,play,3.2,True,64
25056,7315,Team Fortress 2,153156310,0.0,0,play,0.3,True,92
25057,86760,The Mighty Quest For Epic Loot,73835640,0.0,0,play,6.6,True,64
25058,86758,The Mighty Quest For Epic Loot,166927601,0.0,0,play,38.0,True,64
25059,86754,The Mighty Quest For Epic Loot,152959594,0.0,0,play,22.0,True,64
25060,86752,The Mighty Quest For Epic Loot,243712157,0.0,0,play,7.3,True,64
25061,86747,The Mighty Quest For Epic Loot,101725007,0.0,0,play,2.9,True,64
25062,86745,The Mighty Quest For Epic Loot,65342306,0.0,0,play,14.0,True,64
25063,88173,WARMODE,208821410,0.0,0,play,0.1,True,0
25064,7251,Team Fortress 2,259050705,0.0,0,play,7.6,True,92
25065,7313,Team Fortress 2,49882352,0.0,0,play,88.0,True,92
25066,7317,Team Fortress 2,165387305,0.0,0,play,1.4,True,92
25067,7297,Team Fortress 2,57770056,0.0,0,play,54.0,True,92
25068,7325,Team Fortress 2,132196353,0.0,0,play,102.0,True,92
25069,86805,The Mighty Quest For Epic Loot,233695797,0.0,0,play,13.5,True,64
25070,7331,Team Fortress 2,58345543,0.0,0,play,10.2,True,92
25071,7329,Team Fortress 2,89410140,0.0,0,play,3.1,True,92
25072,7327,Team Fortress 2,45292137,0.0,0,play,6.1,True,92
25073,86803,The Mighty Quest For Epic Loot,141721383,0.0,0,play,3.8,True,64
25074,86800,The Mighty Quest For Epic Loot,146007471,0.0,0,play,2.3,True,64
25075,86798,The Mighty Quest For Epic Loot,8585433,0.0,0,play,2.0,True,64
25076,86796,The Mighty Quest For Epic Loot,91859894,0.0,0,play,7.1,True,64
25077,86793,The Mighty Quest For Epic Loot,66650717,0.0,0,play,12.6,True,64
25078,7319,Team Fortress 2,88393171,0.0,0,play,9.2,True,92
25079,86790,The Mighty Quest For Epic Loot,126522515,0.0,0,play,3.5,True,64
25080,86786,The Mighty Quest For Epic Loot,203765587,0.0,0,play,14.3,True,64
25081,86784,The Mighty Quest For Epic Loot,123974970,0.0,0,play,42.0,True,64
25082,86782,The Mighty Quest For Epic Loot,102270213,0.0,0,play,12.4,True,64
25083,86778,The Mighty Quest For Epic Loot,104159428,0.0,0,play,0.6,True,64
25084,86773,The Mighty Quest For Epic Loot,154730370,0.0,0,play,51.0,True,64
25085,7323,Team Fortress 2,238516802,0.0,0,play,0.8,True,92
25086,7321,Team Fortress 2,199908506,0.0,0,play,0.2,True,92
25087,7309,Team Fortress 2,257184455,0.0,0,play,0.2,True,92
25088,7307,Team Fortress 2,111425056,0.0,0,play,1.1,True,92
25089,7469,Team Fortress 2,154230933,0.0,0,play,9.9,True,92
25090,7239,Team Fortress 2,26027937,0.0,0,play,5.4,True,92
25091,7305,Team Fortress 2,228207337,0.0,0,play,2.8,True,92
25092,88460,Time Clickers,274785080,0.0,0,play,0.7,True,0
25093,88462,Time Clickers,20464587,0.0,0,play,71.0,True,0
25094,88464,Time Clickers,2083767,0.0,0,play,0.1,True,0
25095,88466,Time Clickers,253469905,0.0,0,play,2.6,True,0
25096,88470,Time Clickers,137460095,0.0,0,play,53.0,True,0
25097,88473,Time Clickers,151015947,0.0,0,play,0.5,True,0
25098,88478,Time Clickers,285600472,0.0,0,play,1.8,True,0
25099,7237,Team Fortress 2,299991818,0.0,0,play,0.3,True,92
25100,7273,Team Fortress 2,174341713,0.0,0,play,21.0,True,92
25101,88171,WARMODE,148674157,0.0,0,play,1.7,True,0
25102,86702,The Mighty Quest For Epic Loot,130280718,0.0,0,play,2.5,True,64
25103,86700,The Mighty Quest For Epic Loot,170491009,0.0,0,play,3.4,True,64
25104,88169,WARMODE,193486352,0.0,0,play,0.2,True,0
25105,7303,Team Fortress 2,80341091,0.0,0,play,2.8,True,92
25106,88166,WARMODE,100311267,0.0,0,play,0.9,True,0
25107,7301,Team Fortress 2,24632218,0.0,0,play,209.0,True,92
25108,7299,Team Fortress 2,83962500,0.0,0,play,2.5,True,92
25109,7241,Team Fortress 2,121573188,0.0,0,play,31.0,True,92
25110,86706,The Mighty Quest For Epic Loot,146809006,0.0,0,play,0.2,True,64
25111,86711,The Mighty Quest For Epic Loot,160427210,0.0,0,play,0.6,True,64
25112,86713,The Mighty Quest For Epic Loot,297517705,0.0,0,play,0.2,True,64
25113,7249,Team Fortress 2,77214425,0.0,0,play,46.0,True,92
25114,7247,Team Fortress 2,29081256,0.0,0,play,5.8,True,92
25115,7245,Team Fortress 2,87403553,0.0,0,play,43.0,True,92
25116,88180,WARMODE,212426459,0.0,0,play,7.8,True,0
25117,86743,The Mighty Quest For Epic Loot,162076421,0.0,0,play,0.8,True,64
25118,86741,The Mighty Quest For Epic Loot,282464648,0.0,0,play,0.1,True,64
25119,88182,WARMODE,184987922,0.0,0,play,0.6,True,0
25120,86737,The Mighty Quest For Epic Loot,106806146,0.0,0,play,0.2,True,64
25121,86735,The Mighty Quest For Epic Loot,243664576,0.0,0,play,1.7,True,64
25122,86733,The Mighty Quest For Epic Loot,185914106,0.0,0,play,0.1,True,64
25123,86730,The Mighty Quest For Epic Loot,216674215,0.0,0,play,7.3,True,64
25124,86727,The Mighty Quest For Epic Loot,189858084,0.0,0,play,0.8,True,64
25125,86723,The Mighty Quest For Epic Loot,107377573,0.0,0,play,2.9,True,64
25126,86721,The Mighty Quest For Epic Loot,216025815,0.0,0,play,0.2,True,64
25127,86719,The Mighty Quest For Epic Loot,215160630,0.0,0,play,3.7,True,64
25128,86717,The Mighty Quest For Epic Loot,87832209,0.0,0,play,6.5,True,64
25129,7243,Team Fortress 2,104830836,0.0,0,play,37.0,True,92
25130,86715,The Mighty Quest For Epic Loot,146999982,0.0,0,play,7.4,True,64
25131,88737,Teeworlds,182851135,0.0,0,play,0.3,True,0
25132,86909,The Mighty Quest For Epic Loot,64611580,0.0,0,play,1.4,True,64
25133,7019,Team Fortress 2,280969114,0.0,0,play,92.0,True,92
25134,87486,Cubic Castles,262861632,0.0,0,play,0.1,True,0
25135,87484,Cubic Castles,170491009,0.0,0,play,6.8,True,0
25136,6995,Team Fortress 2,296656295,0.0,0,play,2.2,True,92
25137,6997,Team Fortress 2,213775315,0.0,0,play,28.0,True,92
25138,6999,Team Fortress 2,128817246,0.0,0,play,160.0,True,92
25139,7001,Team Fortress 2,253813925,0.0,0,play,1.2,True,92
25140,7003,Team Fortress 2,63122679,0.0,0,play,11.8,True,92
25141,7005,Team Fortress 2,79869158,0.0,0,play,0.2,True,92
25142,7007,Team Fortress 2,94195027,0.0,0,play,1.5,True,92
25143,7009,Team Fortress 2,86016715,0.0,0,play,13.3,True,92
25144,7011,Team Fortress 2,83681553,0.0,0,play,4.0,True,92
25145,7013,Team Fortress 2,266659008,0.0,0,play,1.5,True,92
25146,7015,Team Fortress 2,184519153,0.0,0,play,3.0,True,92
25147,7017,Team Fortress 2,39061760,0.0,0,play,494.0,True,92
25148,7021,Team Fortress 2,153148942,0.0,0,play,0.2,True,92
25149,88670,Creativerse,130201800,0.0,1,play,10.3,True,0
25150,7023,Team Fortress 2,227727537,0.0,0,play,0.6,True,92
25164,87490,Cubic Castles,216674215,0.0,0,play,1.9,True,0
25165,87494,Cubic Castles,199816966,0.0,0,play,0.7,True,0
25166,87496,Cubic Castles,282464648,0.0,0,play,0.4,True,0
25167,87498,Cubic Castles,193792189,0.0,0,play,0.8,True,0
25168,6855,Team Fortress 2,210896662,0.0,0,play,0.3,True,92
25169,6857,Team Fortress 2,7955670,0.0,0,play,2060.0,True,92
25170,6859,Team Fortress 2,85134273,0.0,0,play,8.9,True,92
25171,87551,Cubic Castles,227676589,0.0,0,play,56.0,True,0
25172,87549,Cubic Castles,165216496,0.0,0,play,0.6,True,0
25173,87547,Cubic Castles,146022542,0.0,0,play,3.4,True,0
25174,87545,Cubic Castles,39361297,0.0,0,play,0.4,True,0
25175,87541,Cubic Castles,103731895,0.0,0,play,0.3,True,0
25176,87539,Cubic Castles,222008249,0.0,0,play,15.2,True,0
25177,87537,Cubic Castles,72978546,0.0,0,play,0.1,True,0
25178,87534,Cubic Castles,135244036,0.0,0,play,1.2,True,0
25179,87532,Cubic Castles,131912265,0.0,0,play,4.6,True,0
25180,87530,Cubic Castles,48492052,0.0,0,play,0.7,True,0
25181,87528,Cubic Castles,88775181,0.0,0,play,0.7,True,0
25182,87526,Cubic Castles,189086011,0.0,0,play,1.6,True,0
25183,6861,Team Fortress 2,172518437,0.0,0,play,2.4,True,92
25184,6863,Team Fortress 2,167985276,0.0,0,play,6.5,True,92
25185,6865,Team Fortress 2,148322156,0.0,0,play,1.1,True,92
25186,87523,Cubic Castles,277541086,0.0,0,play,0.2,True,0
25187,87521,Cubic Castles,203968405,0.0,0,play,0.5,True,0
25188,87519,Cubic Castles,133422169,0.0,0,play,4.6,True,0
25189,87514,Cubic Castles,250826540,0.0,0,play,2.3,True,0
25190,87511,Cubic Castles,194920727,0.0,0,play,0.4,True,0
25191,87509,Cubic Castles,122551425,0.0,0,play,0.1,True,0
25192,6777,Team Fortress 2,85041261,0.0,0,play,30.0,True,92
25193,6775,Team Fortress 2,57451291,0.0,0,play,0.1,True,92
